timestamp,asignatura,estado_asistencia,alumno
2024-09-06 08:00:00,Ingenieria del Software,presente,Alejandro Vargas
2024-09-06 08:00:00,Ingenieria del Software,presente,Marta Serrano
2024-09-06 08:00:00,Ingenieria del Software,presente,Luis Hernandez
2024-09-06 08:12:00,Ingenieria del Software,tarde,Carmen Castro
2024-09-06 08:13:00,Ingenieria del Software,tarde,Andres Sanchez
2024-09-06 10:00:00,Empresa y Legislacion,ausente,Ana Garcia
2024-09-06 10:00:00,Empresa y Legislacion,ausente,Carlos Lopez
2024-09-06 10:00:00,Empresa y Legislacion,ausente,Pedro Gonzalez
2024-09-06 10:00:00,Empresa y Legislacion,ausente,Teresa Gomez
2024-09-06 10:00:00,Empresa y Legislacion,presente,Juan Perez
2024-09-06 10:00:00,Empresa y Legislacion,presente,Lucia Martinez
2024-09-06 10:00:00,Empresa y Legislacion,presente,Maria Hernandez
2024-09-06 10:00:00,Empresa y Legislacion,presente,Elena Rodriguez
2024-09-06 10:00:00,Empresa y Legislacion,presente,Diego Fernandez
2024-09-06 10:00:00,Empresa y Legislacion,presente,Laura Lopez
2024-09-06 10:00:00,Empresa y Legislacion,presente,Ricardo Alvarez
2024-09-06 10:00:00,Empresa y Legislacion,presente,Paula Dominguez
2024-09-06 10:00:00,Empresa y Legislacion,presente,Andres Sanchez
2024-09-06 10:00:00,Empresa y Legislacion,presente,Marta Serrano
2024-09-06 10:05:00,Empresa y Legislacion,tarde,Alejandro Vargas
2024-09-06 10:09:00,Empresa y Legislacion,tarde,Sofia Ramirez
2024-09-06 10:09:00,Empresa y Legislacion,tarde,Miguel Ortiz
2024-09-06 10:10:00,Empresa y Legislacion,tarde,Luis Hernandez
2024-09-06 10:13:00,Empresa y Legislacion,tarde,Carmen Castro
2024-09-06 10:14:00,Empresa y Legislacion,tarde,Javier Martinez
2024-09-06 12:00:00,Administracion de Sistemas,ausente,Diego Fernandez
2024-09-06 12:00:00,Administracion de Sistemas,ausente,Laura Lopez
2024-09-06 12:00:00,Administracion de Sistemas,presente,Juan Perez
2024-09-06 12:00:00,Administracion de Sistemas,presente,Carlos Lopez
2024-09-06 12:00:00,Administracion de Sistemas,presente,Lucia Martinez
2024-09-06 12:00:00,Administracion de Sistemas,presente,Maria Hernandez
2024-09-06 12:00:00,Administracion de Sistemas,presente,Elena Rodriguez
2024-09-06 12:00:00,Administracion de Sistemas,presente,Javier Martinez
2024-09-06 12:00:00,Administracion de Sistemas,presente,Ricardo Alvarez
2024-09-06 12:00:00,Administracion de Sistemas,presente,Paula Dominguez
2024-09-06 12:00:00,Administracion de Sistemas,presente,Andres Sanchez
2024-09-06 12:00:00,Administracion de Sistemas,presente,Miguel Ortiz
2024-09-06 12:00:00,Administracion de Sistemas,presente,Teresa Gomez
2024-09-06 12:00:00,Administracion de Sistemas,presente,Alejandro Vargas
2024-09-06 12:00:00,Administracion de Sistemas,presente,Marta Serrano
2024-09-06 12:01:00,Administracion de Sistemas,tarde,Pedro Gonzalez
2024-09-06 12:01:00,Administracion de Sistemas,tarde,Luis Hernandez
2024-09-06 12:02:00,Administracion de Sistemas,tarde,Ana Garcia
2024-09-06 12:06:00,Administracion de Sistemas,tarde,Carmen Castro
2024-09-06 12:12:00,Administracion de Sistemas,tarde,Sofia Ramirez
2024-09-09 08:00:00,Grandes Volumenes de Datos,ausente,Carmen Castro
2024-09-09 08:00:00,Grandes Volumenes de Datos,presente,Juan Perez
2024-09-09 08:00:00,Grandes Volumenes de Datos,presente,Ana Garcia
2024-09-09 08:00:00,Grandes Volumenes de Datos,presente,Lucia Martinez
2024-09-09 08:00:00,Grandes Volumenes de Datos,presente,Maria Hernandez
2024-09-09 08:00:00,Grandes Volumenes de Datos,presente,Pedro Gonzalez
2024-09-09 08:00:00,Grandes Volumenes de Datos,presente,Javier Martinez
2024-09-09 08:00:00,Grandes Volumenes de Datos,presente,Diego Fernandez
2024-09-09 08:00:00,Grandes Volumenes de Datos,presente,Laura Lopez
2024-09-09 08:00:00,Grandes Volumenes de Datos,presente,Paula Dominguez
2024-09-09 08:00:00,Grandes Volumenes de Datos,presente,Andres Sanchez
2024-09-09 08:00:00,Grandes Volumenes de Datos,presente,Miguel Ortiz
2024-09-09 08:00:00,Grandes Volumenes de Datos,presente,Teresa Gomez
2024-09-09 08:00:00,Grandes Volumenes de Datos,presente,Marta Serrano
2024-09-09 08:01:00,Grandes Volumenes de Datos,tarde,Alejandro Vargas
2024-09-09 08:06:00,Grandes Volumenes de Datos,tarde,Carlos Lopez
2024-09-09 08:07:00,Grandes Volumenes de Datos,tarde,Sofia Ramirez
2024-09-09 08:08:00,Grandes Volumenes de Datos,tarde,Luis Hernandez
2024-09-09 08:14:00,Grandes Volumenes de Datos,tarde,Ricardo Alvarez
2024-09-09 08:17:00,Grandes Volumenes de Datos,tarde,Elena Rodriguez
2024-09-09 10:00:00,Ingenieria del Software,ausente,Pedro Gonzalez
2024-09-09 10:00:00,Ingenieria del Software,ausente,Elena Rodriguez
2024-09-09 10:00:00,Ingenieria del Software,ausente,Javier Martinez
2024-09-09 10:00:00,Ingenieria del Software,ausente,Miguel Ortiz
2024-09-09 10:00:00,Ingenieria del Software,presente,Juan Perez
2024-09-09 10:00:00,Ingenieria del Software,presente,Lucia Martinez
2024-09-09 10:00:00,Ingenieria del Software,presente,Maria Hernandez
2024-09-09 10:00:00,Ingenieria del Software,presente,Paula Dominguez
2024-09-09 10:00:00,Ingenieria del Software,presente,Teresa Gomez
2024-09-09 10:00:00,Ingenieria del Software,presente,Alejandro Vargas
2024-09-09 10:00:00,Ingenieria del Software,presente,Marta Serrano
2024-09-09 10:00:00,Ingenieria del Software,presente,Luis Hernandez
2024-09-09 10:01:00,Ingenieria del Software,tarde,Diego Fernandez
2024-09-09 10:02:00,Ingenieria del Software,tarde,Ana Garcia
2024-09-09 10:05:00,Ingenieria del Software,tarde,Andres Sanchez
2024-09-09 10:06:00,Ingenieria del Software,tarde,Ricardo Alvarez
2024-09-09 10:11:00,Ingenieria del Software,tarde,Sofia Ramirez
2024-09-09 10:14:00,Ingenieria del Software,tarde,Carmen Castro
2024-09-09 10:18:00,Ingenieria del Software,tarde,Carlos Lopez
2024-09-09 10:19:00,Ingenieria del Software,tarde,Laura Lopez
2024-09-09 12:00:00,Empresa y Legislacion,ausente,Andres Sanchez
2024-09-09 12:00:00,Empresa y Legislacion,ausente,Carmen Castro
2024-09-09 12:00:00,Empresa y Legislacion,ausente,Alejandro Vargas
2024-09-09 12:00:00,Empresa y Legislacion,ausente,Marta Serrano
2024-09-09 12:00:00,Empresa y Legislacion,presente,Juan Perez
2024-09-09 12:00:00,Empresa y Legislacion,presente,Carlos Lopez
2024-09-09 12:00:00,Empresa y Legislacion,presente,Lucia Martinez
2024-09-09 12:00:00,Empresa y Legislacion,presente,Maria Hernandez
2024-09-09 12:00:00,Empresa y Legislacion,presente,Pedro Gonzalez
2024-09-09 12:00:00,Empresa y Legislacion,presente,Elena Rodriguez
2024-09-09 12:00:00,Empresa y Legislacion,presente,Diego Fernandez
2024-09-09 12:00:00,Empresa y Legislacion,presente,Laura Lopez
2024-09-09 12:00:00,Empresa y Legislacion,presente,Teresa Gomez
2024-09-09 12:04:00,Empresa y Legislacion,tarde,Ricardo Alvarez
2024-09-09 12:06:00,Empresa y Legislacion,tarde,Javier Martinez
2024-09-09 12:11:00,Empresa y Legislacion,tarde,Ana Garcia
2024-09-09 12:11:00,Empresa y Legislacion,tarde,Sofia Ramirez
2024-09-09 12:15:00,Empresa y Legislacion,tarde,Miguel Ortiz
2024-09-09 12:16:00,Empresa y Legislacion,tarde,Paula Dominguez
2024-09-09 12:18:00,Empresa y Legislacion,tarde,Luis Hernandez
2024-09-10 08:00:00,Administracion de Sistemas,presente,Juan Perez
2024-09-10 08:00:00,Administracion de Sistemas,presente,Ana Garcia
2024-09-10 08:00:00,Administracion de Sistemas,presente,Carlos Lopez
2024-09-10 08:00:00,Administracion de Sistemas,presente,Lucia Martinez
2024-09-10 08:00:00,Administracion de Sistemas,presente,Maria Hernandez
2024-09-10 08:00:00,Administracion de Sistemas,presente,Sofia Ramirez
2024-09-10 08:00:00,Administracion de Sistemas,presente,Diego Fernandez
2024-09-10 08:00:00,Administracion de Sistemas,presente,Laura Lopez
2024-09-10 08:00:00,Administracion de Sistemas,presente,Ricardo Alvarez
2024-09-10 08:00:00,Administracion de Sistemas,presente,Paula Dominguez
2024-09-10 08:00:00,Administracion de Sistemas,presente,Carmen Castro
2024-09-10 08:00:00,Administracion de Sistemas,presente,Teresa Gomez
2024-09-10 08:00:00,Administracion de Sistemas,presente,Luis Hernandez
2024-09-10 08:05:00,Administracion de Sistemas,tarde,Elena Rodriguez
2024-09-10 08:05:00,Administracion de Sistemas,tarde,Miguel Ortiz
2024-09-10 08:06:00,Administracion de Sistemas,tarde,Andres Sanchez
2024-09-10 08:09:00,Administracion de Sistemas,tarde,Marta Serrano
2024-09-10 08:10:00,Administracion de Sistemas,tarde,Alejandro Vargas
2024-09-10 08:16:00,Administracion de Sistemas,tarde,Javier Martinez
2024-09-10 08:20:00,Administracion de Sistemas,tarde,Pedro Gonzalez
2024-09-10 10:00:00,Grandes Volumenes de Datos,ausente,Ana Garcia
2024-09-10 10:00:00,Grandes Volumenes de Datos,ausente,Ricardo Alvarez
2024-09-10 10:00:00,Grandes Volumenes de Datos,ausente,Marta Serrano
2024-09-10 10:00:00,Grandes Volumenes de Datos,presente,Juan Perez
2024-09-10 10:00:00,Grandes Volumenes de Datos,presente,Carlos Lopez
2024-09-10 10:00:00,Grandes Volumenes de Datos,presente,Lucia Martinez
2024-09-10 10:00:00,Grandes Volumenes de Datos,presente,Pedro Gonzalez
2024-09-10 10:00:00,Grandes Volumenes de Datos,presente,Javier Martinez
2024-09-10 10:00:00,Grandes Volumenes de Datos,presente,Sofia Ramirez
2024-09-10 10:00:00,Grandes Volumenes de Datos,presente,Diego Fernandez
2024-09-10 10:00:00,Grandes Volumenes de Datos,presente,Paula Dominguez
2024-09-10 10:00:00,Grandes Volumenes de Datos,presente,Andres Sanchez
2024-09-10 10:00:00,Grandes Volumenes de Datos,presente,Carmen Castro
2024-09-10 10:00:00,Grandes Volumenes de Datos,presente,Teresa Gomez
2024-09-10 10:00:00,Grandes Volumenes de Datos,presente,Alejandro Vargas
2024-09-10 10:00:00,Grandes Volumenes de Datos,presente,Luis Hernandez
2024-09-10 10:02:00,Grandes Volumenes de Datos,tarde,Miguel Ortiz
2024-09-10 10:12:00,Grandes Volumenes de Datos,tarde,Elena Rodriguez
2024-09-10 10:17:00,Grandes Volumenes de Datos,tarde,Laura Lopez
2024-09-10 10:20:00,Grandes Volumenes de Datos,tarde,Maria Hernandez
2024-09-10 12:00:00,Ingenieria del Software,ausente,Javier Martinez
2024-09-10 12:00:00,Ingenieria del Software,presente,Juan Perez
2024-09-10 12:00:00,Ingenieria del Software,presente,Ana Garcia
2024-09-10 12:00:00,Ingenieria del Software,presente,Maria Hernandez
2024-09-10 12:00:00,Ingenieria del Software,presente,Elena Rodriguez
2024-09-10 12:00:00,Ingenieria del Software,presente,Sofia Ramirez
2024-09-10 12:00:00,Ingenieria del Software,presente,Diego Fernandez
2024-09-10 12:00:00,Ingenieria del Software,presente,Laura Lopez
2024-09-10 12:00:00,Ingenieria del Software,presente,Ricardo Alvarez
2024-09-10 12:00:00,Ingenieria del Software,presente,Paula Dominguez
2024-09-10 12:00:00,Ingenieria del Software,presente,Miguel Ortiz
2024-09-10 12:00:00,Ingenieria del Software,presente,Teresa Gomez
2024-09-10 12:00:00,Ingenieria del Software,presente,Marta Serrano
2024-09-10 12:00:00,Ingenieria del Software,presente,Luis Hernandez
2024-09-10 12:02:00,Ingenieria del Software,tarde,Carmen Castro
2024-09-10 12:04:00,Ingenieria del Software,tarde,Lucia Martinez
2024-09-10 12:07:00,Ingenieria del Software,tarde,Carlos Lopez
2024-09-10 12:09:00,Ingenieria del Software,tarde,Pedro Gonzalez
2024-09-10 12:10:00,Ingenieria del Software,tarde,Alejandro Vargas
2024-09-10 12:11:00,Ingenieria del Software,tarde,Andres Sanchez
2024-09-12 08:00:00,Empresa y Legislacion,ausente,Luis Hernandez
2024-09-12 08:00:00,Empresa y Legislacion,presente,Juan Perez
2024-09-12 08:00:00,Empresa y Legislacion,presente,Ana Garcia
2024-09-12 08:00:00,Empresa y Legislacion,presente,Carlos Lopez
2024-09-12 08:00:00,Empresa y Legislacion,presente,Lucia Martinez
2024-09-12 08:00:00,Empresa y Legislacion,presente,Maria Hernandez
2024-09-12 08:00:00,Empresa y Legislacion,presente,Elena Rodriguez
2024-09-12 08:00:00,Empresa y Legislacion,presente,Sofia Ramirez
2024-09-12 08:00:00,Empresa y Legislacion,presente,Laura Lopez
2024-09-12 08:00:00,Empresa y Legislacion,presente,Ricardo Alvarez
2024-09-12 08:00:00,Empresa y Legislacion,presente,Paula Dominguez
2024-09-12 08:00:00,Empresa y Legislacion,presente,Andres Sanchez
2024-09-12 08:00:00,Empresa y Legislacion,presente,Miguel Ortiz
2024-09-12 08:00:00,Empresa y Legislacion,presente,Teresa Gomez
2024-09-12 08:00:00,Empresa y Legislacion,presente,Alejandro Vargas
2024-09-12 08:00:00,Empresa y Legislacion,presente,Marta Serrano
2024-09-12 08:02:00,Empresa y Legislacion,tarde,Javier Martinez
2024-09-12 08:02:00,Empresa y Legislacion,tarde,Carmen Castro
2024-09-12 08:08:00,Empresa y Legislacion,tarde,Pedro Gonzalez
2024-09-12 08:12:00,Empresa y Legislacion,tarde,Diego Fernandez
2024-09-12 10:00:00,Administracion de Sistemas,ausente,Carlos Lopez
2024-09-12 10:00:00,Administracion de Sistemas,ausente,Ricardo Alvarez
2024-09-12 10:00:00,Administracion de Sistemas,ausente,Carmen Castro
2024-09-12 10:00:00,Administracion de Sistemas,presente,Juan Perez
2024-09-12 10:00:00,Administracion de Sistemas,presente,Ana Garcia
2024-09-12 10:00:00,Administracion de Sistemas,presente,Maria Hernandez
2024-09-12 10:00:00,Administracion de Sistemas,presente,Pedro Gonzalez
2024-09-12 10:00:00,Administracion de Sistemas,presente,Elena Rodriguez
2024-09-12 10:00:00,Administracion de Sistemas,presente,Sofia Ramirez
2024-09-12 10:00:00,Administracion de Sistemas,presente,Diego Fernandez
2024-09-12 10:00:00,Administracion de Sistemas,presente,Laura Lopez
2024-09-12 10:00:00,Administracion de Sistemas,presente,Paula Dominguez
2024-09-12 10:00:00,Administracion de Sistemas,presente,Andres Sanchez
2024-09-12 10:00:00,Administracion de Sistemas,presente,Miguel Ortiz
2024-09-12 10:00:00,Administracion de Sistemas,presente,Teresa Gomez
2024-09-12 10:00:00,Administracion de Sistemas,presente,Alejandro Vargas
2024-09-12 10:00:00,Administracion de Sistemas,presente,Luis Hernandez
2024-09-12 10:06:00,Administracion de Sistemas,tarde,Marta Serrano
2024-09-12 10:08:00,Administracion de Sistemas,tarde,Lucia Martinez
2024-09-12 10:20:00,Administracion de Sistemas,tarde,Javier Martinez
2024-09-12 12:00:00,Grandes Volumenes de Datos,ausente,Ana Garcia
2024-09-12 12:00:00,Grandes Volumenes de Datos,ausente,Pedro Gonzalez
2024-09-12 12:00:00,Grandes Volumenes de Datos,ausente,Marta Serrano
2024-09-12 12:00:00,Grandes Volumenes de Datos,presente,Juan Perez
2024-09-12 12:00:00,Grandes Volumenes de Datos,presente,Carlos Lopez
2024-09-12 12:00:00,Grandes Volumenes de Datos,presente,Maria Hernandez
2024-09-12 12:00:00,Grandes Volumenes de Datos,presente,Elena Rodriguez
2024-09-12 12:00:00,Grandes Volumenes de Datos,presente,Javier Martinez
2024-09-12 12:00:00,Grandes Volumenes de Datos,presente,Sofia Ramirez
2024-09-12 12:00:00,Grandes Volumenes de Datos,presente,Diego Fernandez
2024-09-12 12:00:00,Grandes Volumenes de Datos,presente,Ricardo Alvarez
2024-09-12 12:00:00,Grandes Volumenes de Datos,presente,Paula Dominguez
2024-09-12 12:00:00,Grandes Volumenes de Datos,presente,Andres Sanchez
2024-09-12 12:00:00,Grandes Volumenes de Datos,presente,Carmen Castro
2024-09-12 12:00:00,Grandes Volumenes de Datos,presente,Miguel Ortiz
2024-09-12 12:00:00,Grandes Volumenes de Datos,presente,Alejandro Vargas
2024-09-12 12:00:00,Grandes Volumenes de Datos,presente,Luis Hernandez
2024-09-12 12:05:00,Grandes Volumenes de Datos,tarde,Teresa Gomez
2024-09-12 12:11:00,Grandes Volumenes de Datos,tarde,Lucia Martinez
2024-09-12 12:13:00,Grandes Volumenes de Datos,tarde,Laura Lopez
2024-09-13 08:00:00,Ingenieria del Software,ausente,Carlos Lopez
2024-09-13 08:00:00,Ingenieria del Software,ausente,Lucia Martinez
2024-09-13 08:00:00,Ingenieria del Software,ausente,Javier Martinez
2024-09-13 08:00:00,Ingenieria del Software,presente,Maria Hernandez
2024-09-13 08:00:00,Ingenieria del Software,presente,Pedro Gonzalez
2024-09-13 08:00:00,Ingenieria del Software,presente,Diego Fernandez
2024-09-13 08:00:00,Ingenieria del Software,presente,Laura Lopez
2024-09-13 08:00:00,Ingenieria del Software,presente,Ricardo Alvarez
2024-09-13 08:00:00,Ingenieria del Software,presente,Paula Dominguez
2024-09-13 08:00:00,Ingenieria del Software,presente,Andres Sanchez
2024-09-13 08:00:00,Ingenieria del Software,presente,Carmen Castro
2024-09-13 08:00:00,Ingenieria del Software,presente,Teresa Gomez
2024-09-13 08:00:00,Ingenieria del Software,presente,Alejandro Vargas
2024-09-13 08:00:00,Ingenieria del Software,presente,Marta Serrano
2024-09-13 08:02:00,Ingenieria del Software,tarde,Miguel Ortiz
2024-09-13 08:03:00,Ingenieria del Software,tarde,Sofia Ramirez
2024-09-13 08:04:00,Ingenieria del Software,tarde,Ana Garcia
